text,label
Procurement of Services for Project Support to Democratic Development,Not related to climate
DEPP Competitive window for Innovation,Not related to climate
PROCOFSERVICES and P0007 for EISA Capacity Building Programme,Not related to climate
Grant to Solidarités International for Restoring Livelihoods in Giri Affected Communities,Not related to climate
Monitoring and Evaluation Reference Group - External Advisers,Not related to climate
Improving Solid Waste Management in Bo,Not related to climate
To provide seed funding to a proposed Transparency International Pharmaceutical/Healthcare programme,Not related to climate
Capacity building for Public Private Partnerships in Panama,Not related to climate
Technical Assistance- Risk Management Office (Contribution to GTZ From Dec 2009),Not related to climate
Support to Flood Recovery in Bosnia and Herzegovina Programme Capital,Not related to climate
Building Resilience in the Sahel through Adaptive Social Protection Fund - non-ICF eligible,Not related to climate
Economic Empowerment of the Poorest,Not related to climate
Programme Manager to the Support to West African Regional Integration Programme (SWARIP),Not related to climate
Increasing employment opportunities for disabled youth in India,Not related to climate
Global Partnership for Output Based Aid - Window 1 and 2,Not related to climate
SECTORBUDGETSUPPORT and P0026 for Malawi Health Swap,Not related to climate
Supporting the Shenzhen government in adopting effective and practical policies for outward investment and an enhanced business environment,Not related to climate
Linking Agribusiness and Nutrition - Social Behaviour Change Communication (Save the Children/Hellen Keller - Nutrition-Matched Funding),Not related to climate
Improving the legal environment and business climate in Albania,Not related to climate
Support to Primary health care services in Liberia,Not related to climate
Standards Partnership,Not related to climate
UN Humanitarian Response Fund,Not related to climate
East and Southern Africa Staple Food Markets Programme,Not related to climate
Frontline Diplomatic Enabling Activity in Mexico,Not related to climate
Flexi fund for Policy Priorities,Not related to climate
Big Results Now Ministerial Delivery Unit Needs Assessment,Not related to climate
UN Reform - Support Empowered Resident Coordinator Offices,Not related to climate
Community Mobilisation Governance,Not related to climate
"In partnership with the OECD, improving transparency to increase accountability and designing out opportunities for corruption",Not related to climate
"Support to Water, Sanitation and Hygiene under School Sector Support Programme",Not related to climate
Supporting economic development and the rule of law in Serbia,Not related to climate
New Alliance (ICT) Agriculture Extension Challenge Fund,Not related to climate
Consultancy Contract With HLSP for Neglected Tropical Diseases,Not related to climate
Strategic Alliance on Conflict Prevention and Development in the Sahel (CSSF),Not related to climate
Strengthening the role of women in Maldivian society- This project will support capacity development for women by enhancing HfW's ability to deliver effective programmes.,Not related to climate
Ghana Revenue Reform Programme-Technical Assistence,Not related to climate
ODI - Policies for Low Carbon Growth,Not related to climate
AFDB TCA Infrastructure Capacity Strengthening,Not related to climate
Supportive Studies for the India Secondary Education Programme,Not related to climate
Developing entrepreneurship in Paraguay,Not related to climate
Support to the Lahore University of Management Sciences (LUMS) National Outreach Programme (NOP) for providing scholarships for talented male and female students from poor households and disadvantaged areas at the tertiary level,Not related to climate
World Bank Rapid Social Response,Not related to climate
"CSCF0481 Youth Empowerment Programme: an Integrated Youth-Led HIV Prevention & Livelihood Project, Building the Capacity of Young People to Engage in Decision Making and Lead Development Efforts in Uganda.",Not related to climate
The International Federation of Red Cross and Red Crescent Societies (IFRC )Shelter and relief assistance to Dominica,Not related to climate
International Programmes in Sudan (the) (2020 - 2022),Not related to climate
CYED - Education Technology Hub Accountable Grants,Not related to climate
Support to 2014 Population and Housing Census,Not related to climate
Global Anti-Corruption programme,Not related to climate
Macro-evaluation of the Strategic Vision for Girls and Women,Not related to climate
Improving Reproductive Maternal and Newborn Health in Sierra Leone - Coordination,Not related to climate
"Green Corridor Program Tackling IWT as a serious organised crime: strengthening end to end law enforcement. Building coalitions: engaging the private sector, NGOs and academia; harnessing technology and innovation.",Not related to climate
Counteract and Prevent Gender-based Violence in Belarus,Not related to climate
Judicial Reform in India,Not related to climate
Supporting Voice and Accountability and Transparency of public funds,Not related to climate
"Short term policy focussed research project to generate estimates of the current and potential future economic costs of anti-microbial resistance (AMR) globally, with a special focus on the impact in developing countries.",Not related to climate
"Human Rights, Democracy, and the Rule of Law in Turkey",Not related to climate
Tigray Humanitarian Analysis,Not related to climate
Support to Ethiopian Elections,Not related to climate
Network Facilitation and Capital Linkage Initiatives (CFF),Not related to climate
Tak Tuberculosis Inititiative (TTBI),Not related to climate
"Prosperity Fund Global Infrastructure ODA programme: administrative costs. The programme will facilitate better development, design, finance, procurement and operation of major infrastructure projects.",Not related to climate
DFID/SIDA Governance Programme (Reviews),Not related to climate
Contribution to UNICEF for the support to Child Health Week-Child Health Week,Not related to climate
NONBUDSUPPFINAID and P0053 for MP - Strengthening performance management in government,Not related to climate
Humanitarian Assistance in Rakhine State,Not related to climate
NONBUDSUPPFINAID and P0310 for Ministry of Labour and Social Policy - Financial Aid,Not related to climate
Study on Threat to Water Supplies from onsite sanitation in Sierra Leona,Not related to climate
Tanzania Revenue Authority - Tax Modernisation Programme,Not related to climate
Supporting donor agencies through research into current corruption issues; development and delivery of specialised anti-corruption training; provision of web-based help desk,Not related to climate
Building the capacity and accountability of the Lao Parliament,Not related to climate
