iati_identifier,text,label
GB-GOV-3-PAP-CNF-002350,"Developing green finance in Guangdong, China in support of global climate change objectives.",Not related to climate
GB-1-102365-101,NOTFORPROFITORG and P0212 for Community therapeutic care,Not related to climate
GB-1-204694-402,Provision of Technical Assistance for Market Scoping and Pipeline Building in the Agricultural Sector in Zimbabwe.,Not related to climate
GB-1-104617-103,ACCOUNTABLE GRANT: THE BUSINESS DEVELOPMENT INITIATIVE(Complete),Not related to climate
GB-1-112123,Makutano Junction,Not related to climate
GB-GOV-3-PPY-CHN-1586,Supporting the Shenzhen government in adopting effective and practical policies for outward investment and an enhanced business environment,Not related to climate
GB-GOV-1-301529-401,Strengthening WASH systems – NGO consortium 1,Not related to climate
GB-1-202692,Financial Service Inclusion Programme,Not related to climate
GB-GOV-1-301320,Trade Programme Southern Africa,Not related to climate
GB-1-201086-106,2013 Review of Girl Hub,Not related to climate
GB-1-113397-101,MULTILATORGANISATION and P0177 for UN Reform-Strengthening UN development systems.,Not related to climate
GB-1-105561-101,NOTFORPROFITORG and P0118 for Young People Advocating for Address the SRH Rights CSCF369,Not related to climate
GB-1-205254,Shule Bora - Quality Education,Not related to climate
GB-GOV-3-PF-INF-922011,"Global Infrastructure programme facilitation costs for Department for Business, Environment and Industrial Strategy. The programme will facilitate better development and operation of major infrastructure projects.",Not related to climate
GB-GOV-3-PEU-CWPF-160108,Strengthening the Transparency of the Private Sector in Turkey through a Business Integrity Country Agenda (BICA),Not related to climate
GB-GOV-3-PPY-APSUPP-000003,Administrative Costs of ODA Projects in China,Not related to climate
GB-1-104187-101,FSDP: IMF MOU - Technical Advice to Government Agency (CBN),Not related to climate
GB-1-202472-106,OCHA - Support to Yemen's Emergency Response Fund (ERF),Not related to climate
GB-GOV-1-301535-401,Macro - Technical Assistance Project,Not related to climate
GB-1-102015-101,HUMANITASSISTANCE and P0142 for Security Sector Reform Implementation Framework,Not related to climate
GB-1-202697-106,Support to the Lahore University of Management Sciences (LUMS) National Outreach Programme (NOP) for providing scholarships for talented male and female students from poor households and disadvantaged areas at the tertiary level,Not related to climate
GB-1-114535-102,St Helena Budgetary Aid 2009 - Indicative Budget Support/Performance Tranche (Capital),Not related to climate
GB-GOV-1-300490-105,Platform for Political Dialogue,Not related to climate
GB-1-200959-101,Ag5329 -Management Plans for Tristan DA Cunha and Gough,Not related to climate
GB-1-114227,Strategic Impact Fund 3,Not related to climate
GB-1-204250-110,"Phase 2: Extractives in Development, Implications for Power and Infrastructure planning in a carbon constrained world (SOF)",Not related to climate
GB-1-204033-105,"Technical Assistance Contracts - i) supporting program management, monitoring and evaluation ii) strenghtening data quality; iii) independent verification of results data; iv) implementation of behaviour change sanitation and hygiene campaign. v)",Not related to climate
GB-GOV-3-CSSF-06-000016,Jordan Political Stability,Not related to climate
GB-GOV-3-SPA-MW-FY19/20,Supporting Partnerships in Africa in Malawi,Not related to climate
GB-1-113550-101,NOTFORPROFITORG and P0133 for Maternal Mortality and Human Rights,Not related to climate
GB-1-202299-101,ICRC 2011 for Sudan,Not related to climate
GB-1-204954-104,Knowledge Management through Emergency Nutrition Network,Not related to climate
GB-1-203427-111,Accelerating Investment and Infrastructure in Nepal Financial Aid,Not related to climate
GB-GOV-1-300752,International Development Association 19th Replenishment (IDA 19),Not related to climate
GB-1-200707-101,Review of Political Economy Approaches and Pilot Study to Develop a Guide Which Will Inform Capacity Building and Reform Efforts in Procurement,Not related to climate
GB-GOV-3-PAM-ARB-000105,Enhance flight-handling capacity at Buenos Aires' domestic airport to increase development potential and opportunities for greater connectivity,Not related to climate
GB-1-200366,Education SWAp Technical Assistance TC,Not related to climate
GB-GOV-1-301259-999,Unallocated budget,Not related to climate
GB-1-203186-103,Rural Access Programme 3 - Technical Assistance,Not related to climate
GB-GOV-3-WP1507,Discussions on the future of education in Asia,Not related to climate
GB-1-204619-111,Promoting Child Rights and Participation for Juvenile Justice Reforms in Pakistan (PCRPP),Not related to climate
GB-1-201483-113,Air Charter Service (ACS): Flights (Haiti Response),Not related to climate
GB-1-114063,Care Consortium - the Practice of Conflict-Sensitivity – Concept to Impact,Not related to climate
GB-1-102484,Natural Resource Exploitation - Trading for Peace,Not related to climate
GB-GOV-1-300944-101,ADF 13 Promissory Notes,Not related to climate
GB-1-202274,Transparency International Corruption Barometer: Research and assessment,Not related to climate
GB-GOV-1-400029-901,Unallocated budget,Not related to climate
GB-1-203214-101,Supporting donor agencies through research into current corruption issues; development and delivery of specialised anti-corruption training; provision of web-based help desk,Not related to climate
GB-1-202369,Assessed contribution to the United Nations Industrial Development Organisation to fund its 2011 and 2012 activities,Not related to climate
GB-1-203463-101,"Public Private Partnership support facility, Fund Manager",Not related to climate
GB-GOV-1-300612-106,Support to project on humanitarian reporting,Not related to climate
GB-1-114068-106,ETFRN News on Forests and Climate Change,Not related to climate
GB-1-113682-101,HUMANITASSISTANCE and P0050 for UNDP Early Recovery action plan.,Not related to climate
GB-1-104200,Education Sector Support Programme in Nigeria,Not related to climate
GB-1-201483-122,Haiti Prisons Reconstruction - International Office for Migration (IOM),Not related to climate
GB-1-103838-102,NOTFORPROFITORG and P0026 for Tikambirane,Not related to climate
GB-1-103991-101,Health Sector Support Financial Aid,Not related to climate
GB-GOV-3-PEU-BPF-160315,Capacity building for Montenegro to implement human rights legislation in line with EU required reforms,Not related to climate
GB-GOV-1-300456-102,Support to the International Committee of the Red Cross (ICRC) to respond to the Libya Crisis,Not related to climate
GB-1-202473-101,Procurement of Family Planning Commodities,Not related to climate
GB-1-203636-101,Improving Solid Waste Management in Bo,Not related to climate
GB-GOV-3-PHR-LON-021701,Preventing the Use of Torture In Africa,Not related to climate
GB-GOV-1-300612-110,Support to research project on data,Not related to climate
GB-1-111016,Second Replenishment of the Inter-American Development Bank's Multilateral,Not related to climate
GB-1-202549-102,Reducing Maternal and Newborn Deaths in Kenya - United Nations Childrens Fund (UNICEF),Not related to climate
GB-1-107802-103,NONBUDSUPPFINAID for Charts II,Not related to climate
GB-1-114515-102,Rural Growth Programme-Joint Work With UNDP,Not related to climate
GB-GOV-1-301448-408,Strengthening resilience and protection of vulnerable populations living in conflict-affected areas of eDRC,Not related to climate
GB-GOV-3-DCF-SED-160004,Assisting the Cape Verdean government with a review of their National Security Strategy,Not related to climate
GB-1-203053-101,Arab Partnership Economic Facility (APEF) - Contribution to African Development Bank (AfDB) to establish a Private Sector Development Coordination Partnership for Middle East and North Africa (MENA).,Not related to climate
GB-1-202223-103,"Plan International, Health and Water Intervention",Not related to climate
GB-GOV-1-301111,Pitcairn Financial Aid  2021 to 2023,Not related to climate
GB-1-114013,Improving Governance of Forest Resources CSCF453,Not related to climate
GB-GOV-1-301541-999,Unallocated budget,Not related to climate
GB-GOV-3-PNS-CTS-000015,Identifying Opportunities to build the Rule of Law within Iraq,Not related to climate
GB-1-200795-111,Procurement of Services for Research and Evaluation.,Not related to climate
GB-1-105369-101,Tanzania Revenue Authority - Tax Modernisation Programme,Not related to climate
GB-1-203049,Policy Analysis for Growth & Employment (PAGE),Not related to climate
GB-1-202286,Yemeni Social Welfare Fund - Cash Transfer,Not related to climate
GB-1-200464-102,Technical Advisory support to Governor of Bank of Uganda,Not related to climate
GB-GOV-1-300373-108,Programme monitoring and evaluation,Not related to climate
GB-1-202909-106,Emergency Nutrition Response in the Democratic Republic of Congo (DRC)- Action Against HUnger USA (AAH-USA),Not related to climate
GB-1-202874-101,Design Phase for Adolescent Girls Initiative,Not related to climate
GB-1-113385-101,NONBUDSUPPFINAID and P0310 for Ministry of Labour and Social Policy - Financial Aid,Not related to climate
GB-1-202316-103,Grant to Save the Children for Early Recovery of Livelihoods in Communities Affected by Cyclone Giri,Not related to climate
GB-1-107658-104,Procurement of Services for Project Support to Democratic Development,Not related to climate
GB-GOV-3-HRRBIS-PK-FY19/20,"Supporting Human Rights, Democracy and the Rules based International System in Pakistan",Not related to climate
GB-GOV-3-PPY-CHN-1533,Support the application of best practice as part of China's urbanisation,Not related to climate
GB-1-203752-103,Research To Enhance The Reduction Of Corruption In Developing Countries,Not related to climate
GB-1-204181,"Newborn, Women and Children - Saving Lives through access to essential health commodities",Not related to climate
GB-1-201253-101,PRT (R) - RIVAF Project,Not related to climate
GB-GOV-1-300327,Humanitarian Assistance to the South Sudan Refugees 3,Not related to climate
GB-1-202479-109,World Food Programme - Emergency,Not related to climate
GB-1-201116-103,SDF 7 - 3Rd Promissory Note 2012,Not related to climate
GB-1-202367-106,Accountable Grant to SRSP for Schools Repairs under Conditional Grants- KP,Not related to climate
GB-1-202168-105,"Funding of ESRC grants on Agriculture, Finance and Innovation - Research",Not related to climate
GB-1-205182-102,Support to Integrated Disease Surveillance and Response (IDSR) system,Not related to climate
GB-1-204510,Conflict Security and Stability Fund (CSSF) contribution to the Syria Recovery Trust Fund,Not related to climate
GB-1-203897-102,Budget 14/15 - Access Subsidy,Not related to climate
GB-GOV-3-IP_ZW,International Programmes in Zimbabwe (2020 - 2022),Not related to climate
GB-1-203094-105,To better understand and assess the impact of health research – research,Not related to climate
GB-1-103034,Protection of Basic Services Secretariat,Not related to climate
GB-GOV-1-301178-101,This project provides core support to the International Federation of the Red Cross (IFRC),Not related to climate
